267,5.367982e+03
268,1.336259e+04
269,1.768059e+06
270,2.434940e+06
271,9.098518e+05
272,8.481373e+03
273,6.225427e+04
274,9.701581e+03
275,4.948316e+05
276,5.423600e+04
277,6.539789e+04
278,3.158825e+04
279,1.606801e+04
280,1.151274e+05
281,6.345498e+05
282,4.980677e+05
283,2.286942e+04
284,2.868112e+06
285,3.475967e+04
286,2.217272e+05
287,1.888828e+05
288,4.694925e+04
289,1.961879e+06
290,9.117648e+04
291,5.287895e+05
292,1.255640e+06
293,1.231959e+05
294,2.454833e+04
295,2.478078e+06
296,4.214735e+05
297,2.744703e+05
298,1.680800e+05
299,5.164763e+04
300,1747.226562
301,1122.532593
302,40010.382812
303,1556.378906
304,2118.206787
305,36398.785156
306,59228.531250
307,9627.442383
308,194359.437500
309,87328.648438
310,18645.296875
311,9538.019531
312,86911.812500
313,1592.531616
314,1108.906250
315,7676.383301
316,12537.514648
317,5302.938965
318,17319.697266
319,33325.140625
320,160833.937500
321,63005.222656
322,24756.662109
323,5635.955078
324,21435.771484
325,34447.484375
326,28816.472656
327,903.763123
328,3184.530273
329,12912.152344
330,11963.629883
331,12202.383789
332,16023.907227
333,8058.064453
334,88553.164062
335,3024.763916
336,12356.128906
337,11071.864258
338,118143.476562
339,23611.031250
340,71527.781250
341,26656.318359
342,282043.906250
343,14005.667969
344,21516.921875
345,5900.513184
346,25996.917969
347,952792.000000
348,27804.550781
349,46505.406250
350,56012.789062
351,44796.937500
352,92940.101562
353,11293.995117
354,2484.052246
355,12530.138672
356,16629.398438
357,84498.101562
358,28689.515625
359,35496.523438
360,17579.847656
361,82340.687500
362,14470.734375
363,10612.368164
364,42129.210938
365,2918.672363
366,37761.570312
367,452530.187500
368,2344.707275
369,26179.859375
370,17654.914062
371,6660.292969
372,705833.375000
373,12610.853516
374,93380.242188
375,194677.750000
376,68333.500000
377,337359.937500
378,1844.957031
379,98927.531250
380,4.021426e+03
381,1.033982e+04
382,2.098451e+04
383,7.062259e+05
384,1.948224e+05
385,2.294000e+05
386,5.977854e+03
387,2.521082e+05
388,2.366389e+05
389,6.005545e+03
390,2.278278e+04
391,1.543261e+05
392,2.536509e+05
393,1.037088e+06
394,6.671734e+04
395,1.224301e+04
396,3.682096e+04
397,4.569519e+05
398,5.317524e+05
399,1.722306e+03
